name,url,image,summary,education,linkedin,twitter,facebook,blog,website,followers,investments,experience,what_i_do,employee,founder,advisor,board_member,achievements,skills,locations,markets
CSC Upshot,https://angel.co/csc-upshot,https://d1qb2nb5cznatu.cloudfront.net/users/1561703-medium_jpg?1445473343,"The largest fund dedicated to seed investing, ever. Details @ CSC Upshot ",San Francisco,,,,,http://blog.angel.co/post/131017147560/csc-upshot,84,"Appdiff, AquaCloud, BeaconsInSpace, BetterView, Bizly, Checkr, Circle Medical, Cronofy, Earnest, FogLogic, KeyMe, Lever, Optimal.com, Overnight, Pillow, Rocksbox, Roofstock, Rooster, SchoolMint, Scope AR, ShineOn, SketchDeck, SolveBio, Staffly, TalentIQ, TinyRx, Uplevel Security, Vesper, Weave, Wootric, YourMechanic, Zeel, Zipline","employee:
CSC Upshot
",,"
CSC Upshot
",,,,,,"Asia, New York City, Silicon Valley","Clean Technology, Consumer Internet, Enterprise Software, Mobile, Health Care"
